clip_identifier	TranscriptId	transcript	start_timestamp_ms	end_timestamp_ms	speaker_id	match_id	round
0oenipov_r00_s0_p005	transid-4224f1d65ebab15a-001669192708417	"Okay, this dog is facing to the left. It's kind of white with an orange collar."	1800	8888	Speaker0	0oenipov	r00
0oenipov_r00_s0_p005	transid-b9402537fc837b35-001669192710088	"And then in the back you can see, like, a cement wall."	9564	13015	Speaker0	0oenipov	r00
0oenipov_r00_s0_p005	transid-07aec9a69227d5c0-001669192710328	"And then, on top"	14000	15000	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-686ae3fd79d1f342-001669131035672		0	809	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-686ae3fd79d1f841-001669131036022	there's like	829	1509	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-444d22b2b7e8f0a4-001669131036352		1529	2034	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-8dc2e9c9ae2250f7-001669131036803	Okay. This is	2054	3090	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-444d22b2b7e8fd31-001669131037300	a plate of hummus. 	4125	5927	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-444d22b2b7e8f61a-001669131037554	Looks like chick peas in the middle and like some brown	6285	9850	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-3c27c580e69f386b-001669131037822	powder spice on top.	10180	11912	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-4fae7c4e677eb44e-001669131038162	And	12694	13527	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-889e1d1410e9c0bc-001669131038645	in the back you can see some tortillas.	14225	16752	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-e5b16b6a3361a6f0-001669131039034	"Uh, it's on a"	17770	19017	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-07ae4c2f1aac6812-001669131039333	a	19860	20327	Speaker0	0oenipov	r00
0oenipov_r00_s0_p006	transid-6a98b034e90bf802-001669131039598	a blue surface.	20735	22718	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-24e3cd0782f7b365-001669022727496	This is another bird facing to the right.	1930	4403	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-75accc394dd3cc39-001669022727769	It has a 	4774	5720	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-d86410bce265a23d-001669022728168	pretty blue head.	6760	8985	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-b3a7b7301323e035-001669022728911	"Um, and then"	9845	11280	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-4653138bbcaa4f4f-001669022729381	as you go down	11745	12750	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-e046fe803b2103cb-001669022729832		12770	13149	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-144ba98a2d03a02c-001669022730047	it gets like	13169	13815	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-60d3d046aeb1e9f9-001669022730153	little	14440	14935	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-cfae9f4a5f78852e-001669022730261		14955	15205	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-c38510a02310d782-001669022730469	of like orangish brownish and then like	15225	17445	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-01642ff8a3a8b7e4-001669022730674	the bottom has its	18110	19355	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-79340e3eacf405c0-001669022730973		19358	21904	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-43709b8f7e8527ad-001669022731070	It's on a branch. There is like one horizontal branch with a few	22295	29120	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-d20acc8d2f56c6ce-001669022731265		29869	31245	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-5b5d7b809e39eb5a-001669022731363	and then background you can see it. Some more branches but they are like blurred out.	31265	34950	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-28070a4b79273bd4-001669022731644	And then it's like	35839	36839	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-4ce4262e3120b49c-001669022731827		36865	38259	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-a48a962c03ba4afc-001669022732009	any branches but it's like a sort of blurry	38279	40438	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-caa3dc59e7223d68-001669022732186	green.	40900	41605	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-c6a980f2c5817422-001669022732357	Huh?	47600	48025	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-e99cc26b6eb8149a-001669022732619	To the right.	50235	50875	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-28b7992bb7296c54-001669022732784	"It's like a clear background. It's like there is more branches on right side than left side. So,"	61015	66465	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-5c141f33602aa02e-001669022732871		66485	66692	Speaker0	0oenipov	r00
0oenipov_r00_s0_p007	transid-017ea7d2d47baeb7-001669022732955	really anything on the left side. That's like a greenish	66712	69737	Speaker0	0oenipov	r00
0oenipov_r00_s0_p008	transid-fe91d48b59ab9abb-001669746280445	"Okay, this"	3699	4609	Speaker0	0oenipov	r00
0oenipov_r00_s0_p008	transid-4d8fedb630cb6cb3-001669746280966	"bird, I think, looks like a"	5664	7194	Speaker0	0oenipov	r00
0oenipov_r00_s0_p008	transid-03b3946952a67d37-001669746281580		7194	8169	Speaker0	0oenipov	r00
0oenipov_r00_s0_p008	transid-0f4a59241fcb94b8-001669746282272	"ground or something. Okay, the ground is all like There's a bunch of pine needles and dead leaves and patches."	9024	15594	Speaker0	0oenipov	r00
0oenipov_r00_s0_p008	transid-791691a5ebc43434-001669746282710	And on the top right you can see huh the part of a tree trunk	16439	20569	Speaker0	0oenipov	r00
0oenipov_r00_s0_p008	transid-4e917916f29fa4ba-001669746283130	and the bird is facing to the left.	21484	24639	Speaker0	0oenipov	r00
0oenipov_r00_s0_p008	transid-da8cb2d3aeb8860a-001669746283409	Looks like	25459	26424	Speaker0	0oenipov	r00
0oenipov_r00_s0_p008	transid-6199a244585c57bd-001669746283723	its tail is sort of spread out on the ground.	26724	30114	Speaker0	0oenipov	r00
0oenipov_r00_s0_p008	transid-a6cdf58b024183f6-001669746284126	I mean it's	31474	31999	Speaker0	0oenipov	r00
0oenipov_r00_s0_p009	transid-538cccb5ef0ce988-001669741920370		0	2315	Speaker0	0oenipov	r00
0oenipov_r00_s0_p009	transid-120faa8d420915f9-001669741924337	"This is like a bunch of people with a bunch of dogs. I see like, three people, right person "	3000	9419	Speaker0	0oenipov	r00
0oenipov_r00_s0_p009	transid-051728a6122d964e-001669741925676	Do you see the back? It's wearing blue jacket and 	10100	13200	Speaker0	0oenipov	r00
0oenipov_r00_s0_p009	transid-c92d5af0d41b71b7-001669741926307		13220	14000	Speaker0	0oenipov	r00
0oenipov_r01_s0_p000	transid-7b4d92fd93bfb5e4-001669655790130		11835	12000	Speaker0	0oenipov	r01
0oenipov_r01_s0_p001	transid-68d063a2fc0f207a-001669639517002	Okay.	0	530	Speaker1	0oenipov	r01
0oenipov_r01_s0_p001	transid-a3aa4603aafa1e19-001669639517280		2400	5645	Speaker0	0oenipov	r01
0oenipov_r01_s0_p001	transid-c96ee14fe0ed72bc-001669639517551		6565	11517	Speaker0	0oenipov	r01
0oenipov_r01_s0_p002	transid-610eeb3e1437c778-001669480823927		7980	8980	Speaker0	0oenipov	r01
0oenipov_r01_s0_p002	transid-0e6e28abad2515a5-001669480824704	Is it facing right or left?	21020	23055	Speaker0	0oenipov	r01
0oenipov_r01_s0_p003	transid-5e334c8e5bfd6974-001669302339635	uh	23764	24000	Speaker0	0oenipov	r01
0oenipov_r01_s0_p004	transid-e6f036af02b97b7b-001669287765329		0	425	Speaker0	0oenipov	r01
0oenipov_r01_s0_p004	transid-bd3d0e184f544213-001669287767155		24390	26615	Speaker0	0oenipov	r01
0oenipov_r01_s0_p004	transid-7b34f0410f4cefe6-001669287767792	Okay.	28055	28809	Speaker0	0oenipov	r01
0oenipov_r01_s0_p005	transid-cad24d00e8213c4a-001669221136397	Okay.	16890	17569	Speaker0	0oenipov	r01
0oenipov_r01_s0_p008	transid-ed7259166777cd13-001669137632176	Okay.	0	815	Speaker0	0oenipov	r01
0oenipov_r01_s0_p009	transid-06440657d60e20ea-001669019616579	Okay.	4324	5149	Speaker1	0oenipov	r01
0oenipov_r01_s0_p009	transid-3359f27d6ef91c08-001669019616967	There's a	35329	35733	Speaker0	0oenipov	r01
0oenipov_r01_s0_p009	transid-fd65b42c2a5986c0-001669019617800		35753	36498	Speaker0	0oenipov	r01
0oenipov_r01_s0_p009	transid-06d2882f2363d920-001669019618468	something like white sting out of his beak or something.	36518	39053	Speaker0	0oenipov	r01
0oenipov_r01_s0_p011	transid-604599e7794452fe-001669661115661		9717	11000	Speaker0	0oenipov	r01
0oenipov_r01_s0_p012	transid-35566e52cc177055-001669648001646		0	22000	Speaker1	0oenipov	r01
0oenipov_r01_s0_p012	transid-4b0cd53696f88bc9-001669648002298		21473	22000	Speaker0	0oenipov	r01
0oenipov_r02_s0_p001	transid-5d84576aaaff6c55-001669630003414	uh This is	1225	3044	Speaker1	0oenipov	r02
0oenipov_r02_s0_p001	transid-187baf0656402edd-001669630003693	a clear	4052	5800	Speaker1	0oenipov	r02
0oenipov_r02_s0_p001	transid-5ae97c7600993d2a-001669630003964	uh frame	6829	8787	Speaker1	0oenipov	r02
0oenipov_r02_s0_p001	transid-64e6d8625a2e8ca7-001669630004274	"in, like, a "	10084	11390	Speaker1	0oenipov	r02
0oenipov_r02_s0_p001	transid-369f69ab7ef7668f-001669630005028	"house or something, that lets you look"	12410	15442	Speaker1	0oenipov	r02
0oenipov_r02_s0_p001	transid-8eca6babaef26e5a-001669630005571	Window?	14603	15603	Speaker0	0oenipov	r02
0oenipov_r02_s0_p001	transid-2d3b677f39ee4263-001669630005894	Yeah.	15978	16528	Speaker1	0oenipov	r02
0oenipov_r02_s0_p002	transid-387980f21ba0c302-001669322388140	"This is where, uh"	1195	3150	Speaker0	0oenipov	r02
0oenipov_r02_s0_p002	transid-97ebd9686b1e0e6c-001669322388839	the US leader	4005	6253	Speaker0	0oenipov	r02
0oenipov_r02_s0_p002	transid-0cfddf68bb7b9292-001669322389269	lives.	6783	7258	Speaker0	0oenipov	r02
0oenipov_r02_s0_p002	transid-8ea66abe4bf9a8ba-001669322389836		7278	7817	Speaker1	0oenipov	r02
0oenipov_r02_s0_p002	transid-c30df2eabd17cc85-001669322390331	White House?	8458	9290	Speaker1	0oenipov	r02
0oenipov_r02_s0_p002	transid-2d239a0b90335ec0-001669322390857	Yea.	9268	10000	Speaker0	0oenipov	r02
0oenipov_r02_s0_p003	transid-455c8163f9a473af-001669294306642	This is a	2170	3170	Speaker1	0oenipov	r02
0oenipov_r02_s0_p003	transid-662d917f8d4a7689-001669294307255	um	5475	6475	Speaker1	0oenipov	r02
0oenipov_r02_s0_p003	transid-aced8cab6c93a027-001669294307474	something  	7365	8365	Speaker1	0oenipov	r02
0oenipov_r02_s0_p003	transid-7cba4d739320359b-001669294307830	you do to earn	9155	11894	Speaker1	0oenipov	r02
0oenipov_r02_s0_p003	transid-1fcf150fb3d6fa9d-001669294308416	money	12839	13630	Speaker1	0oenipov	r02
0oenipov_r02_s0_p003	transid-c21f4bfffa8d8379-001669294308655		16825	17460	Speaker0	0oenipov	r02
0oenipov_r02_s0_p003	transid-8b5f0b2491e208f7-001669294309259	to earn money.	17375	18375	Speaker1	0oenipov	r02
0oenipov_r02_s0_p003	transid-755646e9c95cdb89-001669294309880		19224	21173	Speaker0	0oenipov	r02
0oenipov_r02_s0_p003	transid-26550cddcf69df12-001669294310396	"Well, it's like a noun."	21789	23735	Speaker1	0oenipov	r02
0oenipov_r02_s0_p003	transid-9ec740b47b92f4ba-001669294310965	Yeah.	27510	28285	Speaker1	0oenipov	r02
0oenipov_r02_s0_p004	transid-521cf81e1c20db1b-001669229962748	"Ah,"	1640	2545	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-54e6e576fb0529ad-001669229963063	This is 	4630	5630	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-3f4b7d9368ec3dfd-001669229963656	not	7215	7895	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-1525b6dc1e13bb60-001669229964195	"The one, but the"	10350	12535	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-e23a0a0523812894-001669229965924	Another	17420	18485	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-452624350c1f3725-001669229966427	way of saying that.	18900	20285	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-3a9b4b994c76d9c1-001669229967344	Another way of saying	23865	25250	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-ad29e8009272e1af-001669229967768	two.	25455	26035	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-f04e714a7e4c45fd-001669229969463	"So, like"	30545	31200	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-7d68687797012eb8-001669229970179	hour	32320	32960	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-2637caf7593c4fd3-001669229970659	minute	33075	33740	Speaker0	0oenipov	r02
0oenipov_r02_s0_p004	transid-76351dadd3b39c8b-001669229971309	"You have hours, and then you have minutes, and then you have"	40449	43195	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-15e77ddf4514f463-001669230843954	Yeah.	50	655	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-fe7cbe81c064a38b-001669230844176	This is a	2029	3225	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-2f6f52a3bef646be-001669230844392	when someone no longer has their life.	5020	8710	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-0146dd3f90967545-001669230844603	Uh another	11645	12595	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-37e7e2d5b123090f-001669230844809		12615	13984	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-2c8c6d240332b0a6-001669230845010	Yeah. You are on the right track but not the right word. It's like	21189	25543	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-fff1519d01012f1c-001669230845397	you'd call like	26585	28040	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-c8a94fc991470a7b-001669230845769	a god of	29245	30740	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-2c0b24b3f8e84ee8-001669230846303	god of no longer living people. Like for no longer living people.	40225	43838	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-9b90ebe24ef2b2ae-001669230846801	Or like	55425	55875	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-d50bc47a50dcf978-001669230847121		55895	56130	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-828211bf02fdeb8c-001669230848020	this is Anime	56150	57260	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-ea7795ae7845aa4f-001669230848711	"where you are like ""You got me"" or whatever."	57655	60295	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-77298e100c649741-001669230848977	"And you are like something know, do you know that?"	61790	64490	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-2ca138241eddbce6-001669230849357	Yo know	66470	66815	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-d5676bb163a1b688-001669230849604		66835	67615	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-47bd2ddb766ba178-001669230850197	Uh I don't know.	84005	85024	Speaker0	0oenipov	r02
0oenipov_r02_s0_p005	transid-25c9189fc630af95-001669230850426		85137	86237	Speaker0	0oenipov	r02
0oenipov_r02_s0_p006	transid-52e9752805124711-001669143099304	"Okay, this is like"	2685	3870	Speaker0	0oenipov	r02
0oenipov_r02_s0_p006	transid-ca35110f9e137908-001669143099761	when you have like	5299	6325	Speaker0	0oenipov	r02
0oenipov_r02_s0_p006	transid-240bac9ce907f90d-001669143100238	the slowest	6719	8227	Speaker0	0oenipov	r02
0oenipov_r02_s0_p006	transid-3534a89c799ec342-001669143100803	piece in the world is a what?	9015	11032	Speaker0	0oenipov	r02
0oenipov_r02_s0_p006	transid-ba981ac6e07c26c7-001669143101247	What makes that matter?	15950	17675	Speaker0	0oenipov	r02
0oenipov_r02_s0_p006	transid-3fdbc5131e854e2a-001669143101951	And something in that	24310	26145	Speaker0	0oenipov	r02
0oenipov_r02_s0_p006	transid-f2177807a46c2c2b-001669143102583	has a negative charge.	26565	29328	Speaker0	0oenipov	r02
0oenipov_r03_s0_p001	transid-4f94f9a3e7f45718-001668796348573	"Okay, Michael Drayton, Lebron James."	12740	15490	Speaker1	0oenipov	r03
0oenipov_r03_s0_p001	transid-57e1fd255e47191c-001668796348682	"Is Shaq, Shaq O'Neal?"	19965	22358	Speaker0	0oenipov	r03
0oenipov_r03_s0_p001	transid-f3512deb46b840f9-001668796348787	What a	22808	23728	Speaker0	0oenipov	r03
0oenipov_r03_s0_p003	transid-07c9a12551052bc9-001669744664415	"Okay, I am"	15055	15635	Speaker0	0oenipov	r03
0oenipov_r03_s0_p003	transid-a276a44013a4af5f-001669744664944		15655	16555	Speaker0	0oenipov	r03
0oenipov_r03_s0_p003	transid-99ebf348621dc86e-001669744665451	something but	16575	16965	Speaker0	0oenipov	r03
0oenipov_r03_s0_p003	transid-9b1cedd804e6937f-001669744665731		16985	18510	Speaker0	0oenipov	r03
0oenipov_r03_s0_p003	transid-eb2c88620c979ad5-001669744666167	something.	18530	19255	Speaker0	0oenipov	r03
0oenipov_r03_s0_p003	transid-99ebf348621dc3cf-001669744667018	Mathematics?	28360	29600	Speaker0	0oenipov	r03
0oenipov_r03_s0_p003	transid-0350ceb9af05b069-001669744667272	Maths?	30850	31415	Speaker0	0oenipov	r03
0oenipov_r03_s0_p003	transid-0791337ddc2bbdd1-001669744667948	Geometry?	38735	39820	Speaker0	0oenipov	r03
0oenipov_r03_s0_p009	transid-446f9568642d5751-001669221439628	I uh I don't know of actor.	12049	14688	Speaker0	0oenipov	r03
0oenipov_r04_s0_p000	transid-3a169045e6d89bd6-001669230700828	Okay. This is a bird 	2545	4250	Speaker0	0oenipov	r04
0oenipov_r04_s0_p000	transid-ea7795ae7845a837-001669230702183	standing on	4585	5520	Speaker0	0oenipov	r04
0oenipov_r04_s0_p000	transid-0f41ce1a15dd159c-001669230702892	a post	5710	6785	Speaker0	0oenipov	r04
0oenipov_r04_s0_p000	transid-9798fd699cbdc379-001669230703117	"look like a porch or a pillar, looking to the left."	7135	10725	Speaker0	0oenipov	r04
0oenipov_r04_s0_p000	transid-157443cb1bf9cb31-001669230703547	Its mouth is open	11205	13765	Speaker0	0oenipov	r04
0oenipov_r04_s0_p000	transid-bc753896997bf4ef-001669230703956	like its calling or whatever. Both feet are on the	14250	17580	Speaker0	0oenipov	r04
0oenipov_r04_s0_p000	transid-5822bcc663f51fa9-001669230704904	"house,"	17925	18730	Speaker0	0oenipov	r04
0oenipov_r04_s0_p000	transid-f51d7968ccd4dd86-001669230705598	and the background is just	19225	20950	Speaker0	0oenipov	r04
0oenipov_r04_s0_p000	transid-6009bf5e76649906-001669230706241	a	21385	22835	Speaker0	0oenipov	r04
0oenipov_r04_s0_p000	transid-246b0e6e0f6fb304-001669230706697	brownish	23140	24000	Speaker0	0oenipov	r04
0oenipov_r04_s0_p001	transid-1e50923e01f8cba8-001669139621692		0	414	Speaker0	0oenipov	r04
0oenipov_r04_s0_p001	transid-1e50923e01f8c3e5-001669139623006	This bird is standing on a bunch of green grass facing to the right. 	2693	7412	Speaker1	0oenipov	r04
0oenipov_r04_s0_p001	transid-1e50923e01f8c074-001669139624468	The back of its head is like It has a few	8294	10530	Speaker1	0oenipov	r04
0oenipov_r04_s0_p001	transid-27ff8aa4a2352fc0-001669139624962		10550	13000	Speaker1	0oenipov	r04
0oenipov_r04_s0_p002	transid-464ff33f6a859bc5-001669142855868	I got it.	0	685	Speaker0	0oenipov	r04
0oenipov_r04_s0_p002	transid-083b396fe0291246-001669142857309	"This bird is also standing in a bunch of green grass, but there's also like "	2001	5525	Speaker1	0oenipov	r04
0oenipov_r04_s0_p002	transid-edf3d2d6dc93713b-001669142858186	some	6003	6632	Speaker1	0oenipov	r04
0oenipov_r04_s0_p002	transid-d68bb3eeac75cc1a-001669142858715	"I don't know, whitish straw hay thing or whatever."	7010	10108	Speaker1	0oenipov	r04
0oenipov_r04_s0_p002	transid-f0b806e2a4f885a1-001669142859579	It's looking The bird is looking to the right. The back of its head	10800	14000	Speaker1	0oenipov	r04
0oenipov_r04_s0_p003	transid-ebea96ed65e7915e-001668787125860	"It's like a yellowish Okay, this is a "	0	3175	Speaker0	0oenipov	r04
0oenipov_r04_s0_p003	transid-b7ce8896b72ab7d6-001668787127861		3195	3614	Speaker0	0oenipov	r04
0oenipov_r04_s0_p003	transid-709f8e58c71818ff-001668787128420	pasta. There is a fork on the plate.	3634	5945	Speaker0	0oenipov	r04
0oenipov_r04_s0_p003	transid-aedae157c1810741-001668787128896	"Um,"	6905	7545	Speaker0	0oenipov	r04
0oenipov_r04_s0_p003	transid-68a2ebb10feb653f-001668787129598	the fork handle is to the right side.	8425	11029	Speaker0	0oenipov	r04
0oenipov_r04_s0_p003	transid-ba8f8323ca71396b-001668787130087	"It's on a table, and then there is like fun stuff on the table. There is like "	11785	17534	Speaker0	0oenipov	r04
0oenipov_r04_s0_p003	transid-b3d3a3804ff7e686-001668787130340	"wood button, rack parts like a cheese or bread"	18135	21745	Speaker0	0oenipov	r04
0oenipov_r04_s0_p003	transid-2cfae9690d00c08a-001668787130723	"and in the bottom of right, it's like a"	22105	23683	Speaker0	0oenipov	r04
0oenipov_r04_s0_p003	transid-684d271602c6758b-001668787131289		23688	25318	Speaker0	0oenipov	r04
0oenipov_r04_s0_p003	transid-4443bb040937393d-001668787131861		25719	26000	Speaker0	0oenipov	r04
0oenipov_r04_s0_p004	transid-c7cd4f08694906fa-001669732823665		44	527	Speaker0	0oenipov	r04
0oenipov_r04_s0_p004	transid-4e77bb736a6a0542-001669732823915	or something	527	1129	Speaker0	0oenipov	r04
0oenipov_r04_s0_p004	transid-58371cc05ade1ee7-001669732824099	"Okay. This is three macaroons , they're green with like"	1674	5804	Speaker0	0oenipov	r04
0oenipov_r04_s0_p004	transid-c523a1b2215c3d12-001669732824279		6894	9444	Speaker0	0oenipov	r04
0oenipov_r04_s0_p004	transid-ed6a3788c2437401-001669732824396	on it	9444	9954	Speaker0	0oenipov	r04
0oenipov_r04_s0_p005	transid-780ff8cd654673eb-001669711740999	There's like a	415	1585	Speaker0	0oenipov	r04
0oenipov_r04_s0_p005	transid-b5a9e5a6b3e6a1de-001669711741226	This bird is standing on a wooden	2205	5485	Speaker0	0oenipov	r04
0oenipov_r04_s0_p005	transid-20ec705c7dbd4983-001669711741370	uh gate	5949	7330	Speaker0	0oenipov	r04
0oenipov_r04_s0_p005	transid-ee9a4abc943f5455-001669711741515	"or fence, a wooden fence."	8042	9455	Speaker0	0oenipov	r04
0oenipov_r04_s0_p005	transid-e3b86b800a2161d1-001669711741736	And it's like	10322	11388	Speaker0	0oenipov	r04
0oenipov_r04_s0_p005	transid-d589d911c5565e4c-001669711741943	"It's standing, so"	11881	12733	Speaker0	0oenipov	r04
0oenipov_r04_s0_p005	transid-6e51cd55edb1ed59-001669711742017		12753	14128	Speaker0	0oenipov	r04
0oenipov_r04_s0_p005	transid-639cecc74a87102e-001669711742081	"towards you, but it's like more facing towards the left."	14148	16898	Speaker0	0oenipov	r04
0oenipov_r04_s0_p006	transid-60811957215ede97-001669650509179	"Okay, I see a clear bowl with a "	1455	4505	Speaker0	0oenipov	r04
0oenipov_r04_s0_p006	transid-bad5c638eb20e3f1-001669650509946	"It looks like, uh, I don't know a strawberry or a cherry"	5350	7825	Speaker0	0oenipov	r04
0oenipov_r04_s0_p006	transid-ffb145194487a781-001669650510255	with like	7905	8625	Speaker0	0oenipov	r04
0oenipov_r04_s0_p006	transid-60811957215ed4b1-001669650510590		8790	9280	Speaker0	0oenipov	r04
0oenipov_r04_s0_p006	transid-8f93ae2ba2eaa408-001669650511276	shiny strawberry or cherry. 	9280	10820	Speaker0	0oenipov	r04
0oenipov_r04_s0_p006	transid-6863c6f406aadfbd-001669650511603	"Uh, "	11545	12205	Speaker0	0oenipov	r04
0oenipov_r04_s0_p006	transid-d6568f59d42b0928-001669650512318	and there's a spoon to the left	12290	13640	Speaker0	0oenipov	r04
0oenipov_r04_s0_p006	transid-bad5c638eb20e179-001669650512891	and there on a wooden table	13690	15200	Speaker0	0oenipov	r04
0oenipov_r04_s0_p006	transid-407d63687909fcf5-001669650513233		15855	16000	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-f2186d1ee84d0621-001669634198430	It's like some white like a	0	2035	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-919ca2bb96df888b-001669634199807	This is a	2565	3840	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-4034daa64555c5dc-001669634200395	red and black bird	4420	5912	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-115972f97b3821ee-001669634200949	on a branch looking to the left. The The bird's head and belly is mainly red.	6284	11812	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-281ea64999d4a8b1-001669634201192	Except the part around the eyes is like black. And then there's like wings and the back of his body is all like black.	12074	18395	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-281ea64999d4aad8-001669634202010	" And there is Slightly to the left it looks like there's like some some berry or reddish fruit near,"	18890	24871	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-7ddbc9bf5cbd2547-001669634202394	"in front of the bird, except it's like blurred out, more in the background."	25226	28678	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-f30f09e87b5ec9cc-001669634202669	And uh	29590	30960	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-f97d4f826e86433f-001669634202936	"it's on a branch that doesn't have any leaves, but in the back left side you can see a bunch of leaves."	31640	37547	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-281ea64999d4ad67-001669634203179	And then in the background by you I think there's like some branches you could vaguely see. They're all like blurred out.	38197	44512	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-750a915a9811d183-001669634203422	"There's like a what? There's like a It's like a bridal blossom, like a reddish blossom whatever, that's like blurred."	50831	57328	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-a15c309c6227adf0-001669634203664	Like a red bulb or flower or whatever.	59348	61897	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-a15c309c6227abcf-001669634204035		61917	62677	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-281ea64999d4aff6-001669634204395	Yeah.	64415	64922	Speaker0	0oenipov	r04
0oenipov_r04_s0_p007	transid-750a915a9811d7d3-001669634204755	Uh-huh.	68820	69431	Speaker0	0oenipov	r04
0oenipov_r04_s0_p008	transid-ae63c1d9e543d9a1-001669322380337		2665	3025	Speaker0	0oenipov	r04
0oenipov_r04_s0_p008	transid-8e5a5f10a26ba6af-001669322381796	this is a plate with a fork and knife on the right side. And there is a	3045	8930	Speaker0	0oenipov	r04
0oenipov_r04_s0_p008	transid-77bfdccaff355742-001669322382391	"egg sandwich. It's like, it's like"	9410	12470	Speaker0	0oenipov	r04
0oenipov_r04_s0_p008	transid-a9d4a29f4fbb4516-001669322383152	"sunny, it's fried up, sunny side down, it's fried egg."	12895	15875	Speaker0	0oenipov	r04
