clip_identifier	duration	match_id	round	prompt_id	game_type	correct_word/image	distractors	prompt_status	prompt_num
1qy6rzn9_r03_s1_p004	73	1qy6rzn9	r03	taboo_en_p2504	word	Science Fiction	['Future', 'Imaginary', 'Advancements', 'Time', 'Travel']	win	4
1qy6rzn9_r03_s1_p007	13	1qy6rzn9	r03	taboo_en_p1851	word	Water	['Liquid', 'Swim', 'Molecule', 'Thirst', 'Ice']	win	7
1qy6rzn9_r04_s1_p000	64	1qy6rzn9	r04	image_p24823	image	/ifood/mussel/train_064187.jpg	['/ifood/mussel/train_064235.jpg', '/ifood/mussel/train_064470.jpg', '/ifood/mussel/train_064493.jpg', '/ifood/mussel/train_064427.jpg', '/ifood/mussel/train_064430.jpg', '/ifood/mussel/train_064363.jpg', '/ifood/mussel/train_064286.jpg', '/ifood/mussel/train_064358.jpg', '/ifood/mussel/train_064569.jpg', '/ifood/mussel/train_064239.jpg', '/ifood/mussel/train_064310.jpg']	loss	0
1qy6rzn9_r04_s1_p001	40	1qy6rzn9	r04	image_p6932	image	/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0013_22008.jpg	['/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0029_22017.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0109_21796.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0090_21931.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0110_21871.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0107_21698.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0039_21654.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0089_21804.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0002_21819.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0014_21970.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0100_21913.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0062_21673.jpg']	loss	1
1qy6rzn9_r04_s1_p002	28	1qy6rzn9	r04	image_p43505	image	/birds/Painted_Bunting/Painted_Bunting_0056_16599.jpg	['/birds/Painted_Bunting/Painted_Bunting_0004_16641.jpg', '/birds/Painted_Bunting/Painted_Bunting_0099_16525.jpg', '/birds/Painted_Bunting/Painted_Bunting_0083_16587.jpg', '/birds/Painted_Bunting/Painted_Bunting_0094_16467.jpg', '/birds/Painted_Bunting/Painted_Bunting_0028_15205.jpg', '/birds/Painted_Bunting/Painted_Bunting_0008_16416.jpg', '/birds/Painted_Bunting/Painted_Bunting_0044_16557.jpg', '/birds/Painted_Bunting/Painted_Bunting_0034_15207.jpg', '/birds/Painted_Bunting/Painted_Bunting_0025_16722.jpg', '/birds/Painted_Bunting/Painted_Bunting_0070_16515.jpg', '/birds/Painted_Bunting/Painted_Bunting_0001_16585.jpg']	win	2
1qy6rzn9_r04_s1_p003	18	1qy6rzn9	r04	image_p11885	image	/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg	['/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0100_8407.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0009_8248.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0012_8443.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0051_8387.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0109_8271.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0065_8481.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0043_8250.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0024_8586.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0035_8447.jpg']	win	3
1qy6rzn9_r04_s1_p004	19	1qy6rzn9	r04	image_p48186	image	/ifood/fettuccine/train_096383.jpg	['/ifood/fettuccine/train_096733.jpg', '/ifood/fettuccine/train_096372.jpg', '/ifood/fettuccine/train_096300.jpg', '/ifood/fettuccine/train_096446.jpg', '/ifood/fettuccine/train_096756.jpg', '/ifood/fettuccine/train_096568.jpg', '/ifood/fettuccine/train_096822.jpg', '/ifood/fettuccine/train_096805.jpg', '/ifood/fettuccine/train_096513.jpg', '/ifood/fettuccine/train_096324.jpg', '/ifood/fettuccine/train_096337.jpg']	win	4
1qy6rzn9_r04_s1_p005	14	1qy6rzn9	r04	image_p47648	image	/dogs/malamute/n02110063_10785.jpg	['/dogs/malamute/n02110063_6746.jpg', '/dogs/malamute/n02110063_4629.jpg', '/dogs/malamute/n02110063_11709.jpg', '/dogs/malamute/n02110063_13413.jpg', '/dogs/malamute/n02110063_18750.jpg', '/dogs/malamute/n02110063_19390.jpg', '/dogs/malamute/n02110063_14743.jpg', '/dogs/malamute/n02110063_12514.jpg', '/dogs/malamute/n02110063_11756.jpg', '/dogs/malamute/n02110063_10025.jpg', '/dogs/malamute/n02110063_8757.jpg']	win	5
1qy6rzn9_r04_s1_p006	14	1qy6rzn9	r04	image_p11490	image	/dogs/Saluki/n02091831_1563.jpg	['/dogs/Saluki/n02091831_213.jpg', '/dogs/Saluki/n02091831_5482.jpg', '/dogs/Saluki/n02091831_4087.jpg', '/dogs/Saluki/n02091831_627.jpg', '/dogs/Saluki/n02091831_2586.jpg', '/dogs/Saluki/n02091831_10822.jpg', '/dogs/Saluki/n02091831_11177.jpg', '/dogs/Saluki/n02091831_1439.jpg', '/dogs/Saluki/n02091831_5020.jpg', '/dogs/Saluki/n02091831_6308.jpg', '/dogs/Saluki/n02091831_2232.jpg']	win	6
1qy6rzn9_r04_s1_p007	13	1qy6rzn9	r04	image_p13104	image	/dogs/golden_retriever/n02099601_7709.jpg	['/dogs/golden_retriever/n02099601_8005.jpg', '/dogs/golden_retriever/n02099601_7930.jpg', '/dogs/golden_retriever/n02099601_238.jpg', '/dogs/golden_retriever/n02099601_831.jpg', '/dogs/golden_retriever/n02099601_10.jpg', '/dogs/golden_retriever/n02099601_3388.jpg', '/dogs/golden_retriever/n02099601_7780.jpg', '/dogs/golden_retriever/n02099601_5453.jpg', '/dogs/golden_retriever/n02099601_704.jpg', '/dogs/golden_retriever/n02099601_7312.jpg', '/dogs/golden_retriever/n02099601_5452.jpg']	win	7
1qy6rzn9_r04_s1_p008	15	1qy6rzn9	r04	image_p42420	image	/ifood/fried_calamari/train_072701.jpg	['/ifood/fried_calamari/train_072494.jpg', '/ifood/fried_calamari/train_072714.jpg', '/ifood/fried_calamari/train_072679.jpg', '/ifood/fried_calamari/train_072570.jpg', '/ifood/fried_calamari/train_072507.jpg', '/ifood/fried_calamari/train_072377.jpg', '/ifood/fried_calamari/train_072449.jpg', '/ifood/fried_calamari/train_072348.jpg', '/ifood/fried_calamari/train_072515.jpg', '/ifood/fried_calamari/train_072678.jpg', '/ifood/fried_calamari/train_072651.jpg']	win	8
1qy6rzn9_r04_s1_p009	17	1qy6rzn9	r04	image_p14206	image	/dogs/Irish_water_spaniel/n02102973_4510.jpg	['/dogs/Irish_water_spaniel/n02102973_911.jpg', '/dogs/Irish_water_spaniel/n02102973_3584.jpg', '/dogs/Irish_water_spaniel/n02102973_3840.jpg', '/dogs/Irish_water_spaniel/n02102973_356.jpg', '/dogs/Irish_water_spaniel/n02102973_26.jpg', '/dogs/Irish_water_spaniel/n02102973_1066.jpg', '/dogs/Irish_water_spaniel/n02102973_3326.jpg', '/dogs/Irish_water_spaniel/n02102973_465.jpg', '/dogs/Irish_water_spaniel/n02102973_644.jpg', '/dogs/Irish_water_spaniel/n02102973_4048.jpg', '/dogs/Irish_water_spaniel/n02102973_4304.jpg']	win	9
1qy6rzn9_r04_s1_p010	21	1qy6rzn9	r04	image_p23628	image	/ifood/pulled_pork_sandwich/train_033847.jpg	['/ifood/pulled_pork_sandwich/train_034000.jpg', '/ifood/pulled_pork_sandwich/train_033732.jpg', '/ifood/pulled_pork_sandwich/train_033773.jpg', '/ifood/pulled_pork_sandwich/train_033810.jpg', '/ifood/pulled_pork_sandwich/train_033965.jpg', '/ifood/pulled_pork_sandwich/train_033696.jpg', '/ifood/pulled_pork_sandwich/train_033614.jpg', '/ifood/pulled_pork_sandwich/train_033963.jpg', '/ifood/pulled_pork_sandwich/train_033805.jpg', '/ifood/pulled_pork_sandwich/train_033876.jpg', '/ifood/pulled_pork_sandwich/train_034043.jpg']	win	10
20y5iewb_r00_s0_p004	53	20y5iewb	r00	image_p32751	image	/dogs/keeshond/n02112350_7037.jpg	['/dogs/keeshond/n02112350_9112.jpg', '/dogs/keeshond/n02112350_8572.jpg', '/dogs/keeshond/n02112350_4117.jpg', '/dogs/keeshond/n02112350_6007.jpg', '/dogs/keeshond/n02112350_8631.jpg', '/dogs/keeshond/n02112350_6861.jpg', '/dogs/keeshond/n02112350_8278.jpg', '/dogs/keeshond/n02112350_7087.jpg', '/dogs/keeshond/n02112350_7038.jpg', '/dogs/keeshond/n02112350_9536.jpg', '/dogs/keeshond/n02112350_6855.jpg']	win	4
20y5iewb_r00_s0_p005	61	20y5iewb	r00	image_p8335	image	/dogs/Bernese_mountain_dog/n02107683_3568.jpg	['/dogs/Bernese_mountain_dog/n02107683_1421.jpg', '/dogs/Bernese_mountain_dog/n02107683_1244.jpg', '/dogs/Bernese_mountain_dog/n02107683_3278.jpg', '/dogs/Bernese_mountain_dog/n02107683_1317.jpg', '/dogs/Bernese_mountain_dog/n02107683_2059.jpg', '/dogs/Bernese_mountain_dog/n02107683_5228.jpg', '/dogs/Bernese_mountain_dog/n02107683_6846.jpg', '/dogs/Bernese_mountain_dog/n02107683_5155.jpg', '/dogs/Bernese_mountain_dog/n02107683_5840.jpg', '/dogs/Bernese_mountain_dog/n02107683_5946.jpg', '/dogs/Bernese_mountain_dog/n02107683_3138.jpg']	win	5
20y5iewb_r00_s0_p006	68	20y5iewb	r00	image_p48500	image	/birds/Laysan_Albatross/Laysan_Albatross_0093_725.jpg	['/birds/Laysan_Albatross/Laysan_Albatross_0076_671.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0059_488.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0049_918.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0012_696.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0073_927.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0003_1033.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0040_472.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0023_1059.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0004_930.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0033_658.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0081_800.jpg']	win	6
20y5iewb_r00_s0_p007	38	20y5iewb	r00	image_p41508	image	/dogs/golden_retriever/n02099601_3738.jpg	['/dogs/golden_retriever/n02099601_5051.jpg', '/dogs/golden_retriever/n02099601_6980.jpg', '/dogs/golden_retriever/n02099601_825.jpg', '/dogs/golden_retriever/n02099601_5876.jpg', '/dogs/golden_retriever/n02099601_864.jpg', '/dogs/golden_retriever/n02099601_8764.jpg', '/dogs/golden_retriever/n02099601_5452.jpg', '/dogs/golden_retriever/n02099601_1743.jpg', '/dogs/golden_retriever/n02099601_5893.jpg', '/dogs/golden_retriever/n02099601_5453.jpg', '/dogs/golden_retriever/n02099601_2796.jpg']	win	7
20y5iewb_r02_s0_p000	21	20y5iewb	r02	taboo_en_p1992	word	Astronomy	['Space', 'Celestial', 'Universe', 'Science', 'Planets']	skip	0
20y5iewb_r02_s0_p001	25	20y5iewb	r02	taboo_en_p0074	word	Lefty	['Hand', 'Left', 'Write', 'Communist', 'Right']	skip	1
20y5iewb_r02_s0_p003	21	20y5iewb	r02	taboo_en_p2468	word	Pyramid	['Egypt', 'Ancient', 'Giza', 'Triangular', 'Structure']	loss	3
20y5iewb_r02_s0_p004	26	20y5iewb	r02	taboo_en_p1963	word	Anger	['Fury', 'Issue', 'Annoyance', 'Rage', 'Violence']	win	4
20y5iewb_r02_s0_p005	27	20y5iewb	r02	taboo_en_p2299	word	Kingdom	['United', 'Monarchy', 'Queen', 'Royalty', 'Rule']	win	5
20y5iewb_r02_s0_p006	27	20y5iewb	r02	taboo_en_p2342	word	Martin Luther	['German', 'Professor', 'Theology', 'Protestant', 'Historical']	win	6
20y5iewb_r02_s0_p007	16	20y5iewb	r02	taboo_en_p0031	word	Cannibal	['Eat', 'Man-Eater', 'Human', 'Anthropophagus', 'Flesh']	skip	7
20y5iewb_r02_s0_p008	14	20y5iewb	r02	taboo_en_p0053	word	Echo	['Voice', 'Sound', 'Repeat', 'Mountain', 'Shout']	win	8
20y5iewb_r02_s0_p010	36	20y5iewb	r02	taboo_en_p0080	word	Door	['House', 'Building', 'Handle', 'Entrance', 'Exit']	win	10
20y5iewb_r02_s0_p011	21	20y5iewb	r02	taboo_en_p0113	word	Octopus	['Tentacles', 'Ocean', 'Arms', 'Eight', 'Squid']	win	11
20y5iewb_r03_s0_p000	33	20y5iewb	r03	taboo_en_p2421	word	Ozone	['Layer', 'Climate', 'Carbondioxide', 'Earth', 'Sun']	win	0
20y5iewb_r03_s0_p001	11	20y5iewb	r03	taboo_en_p0331	word	Marilyn Monroe	['Icon', 'Actress', 'Model', 'American', 'Blonde']	skip	1
20y5iewb_r03_s0_p003	71	20y5iewb	r03	taboo_en_p2396	word	Nicolas Cage	['Face/Off', 'Actor', 'Hollywood', 'Vampire', 'Con Air']	skip	3
20y5iewb_r03_s0_p006	28	20y5iewb	r03	taboo_en_p0029	word	Hair comb	['Teeth', 'Tool', 'Head', 'Mirror', 'Honey']	win	6
20y5iewb_r03_s0_p007	44	20y5iewb	r03	taboo_en_p0363	word	Diana, Princess of Wales	['Charles', 'Paparazzi', 'Tragic', 'Royalty', 'British']	win	7
20y5iewb_r03_s0_p008	32	20y5iewb	r03	taboo_en_p2325	word	Los Angeles	['California', 'City', 'Hollywood', 'Film', 'Beach']	win	8
20y5iewb_r04_s0_p000	41	20y5iewb	r04	image_p27466	image	/dogs/Airedale/n02096051_9135.jpg	['/dogs/Airedale/n02096051_2256.jpg', '/dogs/Airedale/n02096051_6733.jpg', '/dogs/Airedale/n02096051_2265.jpg', '/dogs/Airedale/n02096051_8553.jpg', '/dogs/Airedale/n02096051_8270.jpg', '/dogs/Airedale/n02096051_3287.jpg', '/dogs/Airedale/n02096051_9038.jpg', '/dogs/Airedale/n02096051_4516.jpg', '/dogs/Airedale/n02096051_6570.jpg', '/dogs/Airedale/n02096051_5212.jpg', '/dogs/Airedale/n02096051_9359.jpg']	win	0
20y5iewb_r04_s0_p001	45	20y5iewb	r04	image_p34756	image	/birds/Pelagic_Cormorant/Pelagic_Cormorant_0024_23712.jpg	['/birds/Pelagic_Cormorant/Pelagic_Cormorant_0016_23509.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0096_23775.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0026_23792.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0011_23667.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0009_23561.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0071_23964.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0036_23503.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0017_23875.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0038_23643.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0003_23695.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0053_23760.jpg']	win	1
20y5iewb_r04_s0_p002	29	20y5iewb	r04	image_p35267	image	/ifood/dumpling/train_085721.jpg	['/ifood/dumpling/train_085503.jpg', '/ifood/dumpling/train_085794.jpg', '/ifood/dumpling/train_085712.jpg', '/ifood/dumpling/train_085812.jpg', '/ifood/dumpling/train_085339.jpg', '/ifood/dumpling/train_085649.jpg', '/ifood/dumpling/train_085624.jpg', '/ifood/dumpling/train_085703.jpg', '/ifood/dumpling/train_085626.jpg', '/ifood/dumpling/train_085734.jpg', '/ifood/dumpling/train_085711.jpg']	loss	2
20y5iewb_r04_s0_p003	50	20y5iewb	r04	image_p40940	image	/ifood/shirred_egg/train_103184.jpg	['/ifood/shirred_egg/train_103312.jpg', '/ifood/shirred_egg/train_103409.jpg', '/ifood/shirred_egg/train_103544.jpg', '/ifood/shirred_egg/train_103422.jpg', '/ifood/shirred_egg/train_103139.jpg', '/ifood/shirred_egg/train_103121.jpg', '/ifood/shirred_egg/train_103145.jpg', '/ifood/shirred_egg/train_103229.jpg', '/ifood/shirred_egg/train_103348.jpg', '/ifood/shirred_egg/train_103474.jpg', '/ifood/shirred_egg/train_103511.jpg']	win	3
20y5iewb_r04_s0_p004	20	20y5iewb	r04	image_p42368	image	/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0069_796274.jpg	['/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0061_796300.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0003_796270.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0046_23446.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0070_796319.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0013_796278.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0009_796314.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0065_796293.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0064_23464.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0060_23416.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0032_796334.jpg', '/birds/Red_faced_Cormorant/Red_Faced_Cormorant_0026_796289.jpg']	win	4
20y5iewb_r04_s0_p005	81	20y5iewb	r04	image_p34292	image	/birds/Bronzed_Cowbird/Bronzed_Cowbird_0062_796238.jpg	['/birds/Bronzed_Cowbird/Bronzed_Cowbird_0034_796209.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0085_24152.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0073_796226.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0049_24147.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0032_796233.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0090_24179.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0013_24131.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0087_796223.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0016_796245.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0001_796219.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0082_24175.jpg']	loss	5
23t73nau_r02_s0_p001	41	23t73nau	r02	taboo_en_p2180	word	Freemasonry	['Society', 'Secret', 'Old', 'Fraternity', 'Organization']	skip	1
23t73nau_r02_s0_p002	35	23t73nau	r02	taboo_en_p2373	word	Motherboard	['Computer', 'Processor', 'Boot', 'Circuit', 'Chip']	win	2
23t73nau_r02_s0_p003	90	23t73nau	r02	taboo_en_p0085	word	Laughter	['Funny', 'Humorous', 'Smile', 'Joke', 'Burst']	win	3
23t73nau_r02_s0_p004	17	23t73nau	r02	taboo_en_p1251	word	Moon	['Space', 'Full', 'Night', 'Half', 'Sky']	win	4
23t73nau_r02_s0_p005	14	23t73nau	r02	taboo_en_p2348	word	May	['Month', 'Spring', 'Name', 'Possibly', 'Fifth']	win	5
23t73nau_r02_s0_p006	24	23t73nau	r02	taboo_en_p1268	word	Music	['Sound', 'Dance', 'Singer', 'Happiness', 'Loud']	win	6
23t73nau_r02_s0_p007	27	23t73nau	r02	taboo_en_p1117	word	Lawyer	['Advocate', 'Attorney', 'Defender', 'Counselor', 'Jurist']	win	7
23t73nau_r03_s0_p000	50	23t73nau	r03	taboo_en_p0146	word	Sand	['Beach', 'Fine', 'Stone', 'Pebbles', 'Erosion']	win	0
23t73nau_r03_s0_p001	19	23t73nau	r03	taboo_en_p0045	word	Anchovy	['Sardine', 'Fish', 'Tin', 'Salty', 'Food']	skip	1
23t73nau_r03_s0_p002	17	23t73nau	r03	taboo_en_p0093	word	Soldier	['Barracks', 'War', 'Militar', 'Army', 'Weapon']	win	2
23t73nau_r03_s0_p003	30	23t73nau	r03	taboo_en_p0014	word	Earthquake	['Crumble', 'Tremor', 'Shake', 'Earth', 'Movement']	win	3
23t73nau_r03_s0_p004	84	23t73nau	r03	taboo_en_p0062	word	Nest	['Bird', 'Chicks', 'Eggs', 'House', 'Tree']	win	4
23t73nau_r03_s0_p005	31	23t73nau	r03	taboo_en_p2363	word	Mind	['Brain', 'Thought', 'Concern', 'Focus', 'Consider']	win	5
2qunzz99_r01_s1_p000	22	2qunzz99	r01	image_p36371	image	/ifood/dumpling/train_085559.jpg	['/ifood/dumpling/train_085727.jpg', '/ifood/dumpling/train_085537.jpg', '/ifood/dumpling/train_085493.jpg', '/ifood/dumpling/train_085455.jpg', '/ifood/dumpling/train_085405.jpg', '/ifood/dumpling/train_085649.jpg', '/ifood/dumpling/train_085616.jpg', '/ifood/dumpling/train_085812.jpg', '/ifood/dumpling/train_085690.jpg', '/ifood/dumpling/train_085397.jpg', '/ifood/dumpling/train_085372.jpg']	win	0
2qunzz99_r01_s1_p001	46	2qunzz99	r01	image_p47952	image	/ifood/fettuccine/train_096676.jpg	['/ifood/fettuccine/train_096474.jpg', '/ifood/fettuccine/train_096785.jpg', '/ifood/fettuccine/train_096623.jpg', '/ifood/fettuccine/train_096535.jpg', '/ifood/fettuccine/train_096728.jpg', '/ifood/fettuccine/train_096354.jpg', '/ifood/fettuccine/train_096587.jpg', '/ifood/fettuccine/train_096641.jpg', '/ifood/fettuccine/train_096355.jpg', '/ifood/fettuccine/train_096625.jpg', '/ifood/fettuccine/train_096650.jpg']	loss	1
2qunzz99_r01_s1_p002	12	2qunzz99	r01	image_p10789	image	/birds/Indigo_Bunting/Indigo_Bunting_0028_12335.jpg	['/birds/Indigo_Bunting/Indigo_Bunting_0025_12532.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0004_13195.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0024_13523.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0026_11964.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0074_12829.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0065_14558.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0037_14128.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0010_13000.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0017_11574.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0058_12207.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0050_11811.jpg']	win	2
2qunzz99_r01_s1_p003	15	2qunzz99	r01	image_p39062	image	/ifood/strawberry_shortcake/train_037762.jpg	['/ifood/strawberry_shortcake/train_037758.jpg', '/ifood/strawberry_shortcake/train_037618.jpg', '/ifood/strawberry_shortcake/train_037781.jpg', '/ifood/strawberry_shortcake/train_037711.jpg', '/ifood/strawberry_shortcake/train_037510.jpg', '/ifood/strawberry_shortcake/train_037654.jpg', '/ifood/strawberry_shortcake/train_037525.jpg', '/ifood/strawberry_shortcake/train_037537.jpg', '/ifood/strawberry_shortcake/train_037390.jpg', '/ifood/strawberry_shortcake/train_037816.jpg', '/ifood/strawberry_shortcake/train_037628.jpg']	win	3
2qunzz99_r01_s1_p004	24	2qunzz99	r01	image_p48024	image	/birds/Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg	['/birds/Groove_billed_Ani/Groove_Billed_Ani_0062_1767.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0010_1704.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0082_1697.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg']	win	4
2qunzz99_r01_s1_p005	71	2qunzz99	r01	image_p18012	image	/dogs/Pekinese/n02086079_6096.jpg	['/dogs/Pekinese/n02086079_2209.jpg', '/dogs/Pekinese/n02086079_10615.jpg', '/dogs/Pekinese/n02086079_146.jpg', '/dogs/Pekinese/n02086079_14748.jpg', '/dogs/Pekinese/n02086079_9847.jpg', '/dogs/Pekinese/n02086079_10627.jpg', '/dogs/Pekinese/n02086079_15842.jpg', '/dogs/Pekinese/n02086079_14307.jpg', '/dogs/Pekinese/n02086079_14359.jpg', '/dogs/Pekinese/n02086079_10689.jpg', '/dogs/Pekinese/n02086079_10958.jpg']	loss	5
2qunzz99_r01_s1_p006	26	2qunzz99	r01	image_p25596	image	/dogs/English_springer/n02102040_3767.jpg	['/dogs/English_springer/n02102040_6109.jpg', '/dogs/English_springer/n02102040_1147.jpg', '/dogs/English_springer/n02102040_1306.jpg', '/dogs/English_springer/n02102040_3950.jpg', '/dogs/English_springer/n02102040_682.jpg', '/dogs/English_springer/n02102040_3207.jpg', '/dogs/English_springer/n02102040_1266.jpg', '/dogs/English_springer/n02102040_688.jpg', '/dogs/English_springer/n02102040_1579.jpg', '/dogs/English_springer/n02102040_3228.jpg', '/dogs/English_springer/n02102040_986.jpg']	win	6
2qunzz99_r01_s1_p007	15	2qunzz99	r01	image_p4196	image	/birds/Gadwall/Gadwall_0029_31637.jpg	['/birds/Gadwall/Gadwall_0024_30942.jpg', '/birds/Gadwall/Gadwall_0012_30920.jpg', '/birds/Gadwall/Gadwall_0048_31312.jpg', '/birds/Gadwall/Gadwall_0091_30941.jpg', '/birds/Gadwall/Gadwall_0047_31360.jpg', '/birds/Gadwall/Gadwall_0075_30892.jpg', '/birds/Gadwall/Gadwall_0096_31560.jpg', '/birds/Gadwall/Gadwall_0083_30959.jpg', '/birds/Gadwall/Gadwall_0010_31158.jpg', '/birds/Gadwall/Gadwall_0022_31616.jpg', '/birds/Gadwall/Gadwall_0097_30893.jpg']	win	7
2w6m5k85_r01_s0_p000	22	2w6m5k85	r01	image_p0311	image	/dogs/Irish_terrier/n02093991_50.jpg	['/dogs/Irish_terrier/n02093991_4449.jpg', '/dogs/Irish_terrier/n02093991_373.jpg', '/dogs/Irish_terrier/n02093991_2005.jpg', '/dogs/Irish_terrier/n02093991_4147.jpg', '/dogs/Irish_terrier/n02093991_4404.jpg', '/dogs/Irish_terrier/n02093991_1142.jpg', '/dogs/Irish_terrier/n02093991_2126.jpg', '/dogs/Irish_terrier/n02093991_2451.jpg', '/dogs/Irish_terrier/n02093991_3314.jpg', '/dogs/Irish_terrier/n02093991_4627.jpg', '/dogs/Irish_terrier/n02093991_3968.jpg']	win	0
