clip_identifier	duration	match_id	round	prompt_id	game_type	correct_word/image	distractors	prompt_status	prompt_num
1o6r657d_r00_s1_p005	13	1o6r657d	r00	image_p13283	image	/dogs/schipperke/n02104365_6601.jpg	['/dogs/schipperke/n02104365_9354.jpg', '/dogs/schipperke/n02104365_7791.jpg', '/dogs/schipperke/n02104365_9399.jpg', '/dogs/schipperke/n02104365_1841.jpg', '/dogs/schipperke/n02104365_6527.jpg', '/dogs/schipperke/n02104365_663.jpg', '/dogs/schipperke/n02104365_6291.jpg', '/dogs/schipperke/n02104365_9489.jpg', '/dogs/schipperke/n02104365_5411.jpg', '/dogs/schipperke/n02104365_9041.jpg', '/dogs/schipperke/n02104365_2940.jpg']	win	5
1o6r657d_r00_s1_p006	57	1o6r657d	r00	image_p10039	image	/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0126_41905.jpg	['/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0068_41835.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0004_41643.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0111_42118.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0021_41931.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0117_42026.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0072_42085.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0055_42051.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0008_41670.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0110_42136.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0059_41998.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0028_42010.jpg']	win	6
1o6r657d_r00_s1_p007	32	1o6r657d	r00	image_p30787	image	/dogs/Border_terrier/n02093754_180.jpg	['/dogs/Border_terrier/n02093754_6623.jpg', '/dogs/Border_terrier/n02093754_4564.jpg', '/dogs/Border_terrier/n02093754_773.jpg', '/dogs/Border_terrier/n02093754_1833.jpg', '/dogs/Border_terrier/n02093754_1460.jpg', '/dogs/Border_terrier/n02093754_7707.jpg', '/dogs/Border_terrier/n02093754_6432.jpg', '/dogs/Border_terrier/n02093754_4721.jpg', '/dogs/Border_terrier/n02093754_5195.jpg', '/dogs/Border_terrier/n02093754_7117.jpg', '/dogs/Border_terrier/n02093754_7788.jpg']	win	7
1o6r657d_r00_s1_p008	21	1o6r657d	r00	image_p49116	image	/birds/American_Crow/American_Crow_0025_25522.jpg	['/birds/American_Crow/American_Crow_0116_25199.jpg', '/birds/American_Crow/American_Crow_0030_25092.jpg', '/birds/American_Crow/American_Crow_0067_25443.jpg', '/birds/American_Crow/American_Crow_0107_25353.jpg', '/birds/American_Crow/American_Crow_0074_25350.jpg', '/birds/American_Crow/American_Crow_0016_25112.jpg', '/birds/American_Crow/American_Crow_0099_25717.jpg', '/birds/American_Crow/American_Crow_0004_25819.jpg', '/birds/American_Crow/American_Crow_0093_25694.jpg', '/birds/American_Crow/American_Crow_0101_25118.jpg', '/birds/American_Crow/American_Crow_0137_25221.jpg']	win	8
1o6r657d_r00_s1_p009	11	1o6r657d	r00	image_p45789	image	/dogs/toy_poodle/n02113624_8951.jpg	['/dogs/toy_poodle/n02113624_6921.jpg', '/dogs/toy_poodle/n02113624_6587.jpg', '/dogs/toy_poodle/n02113624_166.jpg', '/dogs/toy_poodle/n02113624_5459.jpg', '/dogs/toy_poodle/n02113624_1879.jpg', '/dogs/toy_poodle/n02113624_3517.jpg', '/dogs/toy_poodle/n02113624_3864.jpg', '/dogs/toy_poodle/n02113624_2784.jpg', '/dogs/toy_poodle/n02113624_3341.jpg', '/dogs/toy_poodle/n02113624_876.jpg', '/dogs/toy_poodle/n02113624_5523.jpg']	win	9
1o6r657d_r00_s1_p010	13	1o6r657d	r00	image_p39111	image	/dogs/Norwich_terrier/n02094258_1805.jpg	['/dogs/Norwich_terrier/n02094258_2559.jpg', '/dogs/Norwich_terrier/n02094258_2107.jpg', '/dogs/Norwich_terrier/n02094258_2506.jpg', '/dogs/Norwich_terrier/n02094258_3298.jpg', '/dogs/Norwich_terrier/n02094258_3287.jpg', '/dogs/Norwich_terrier/n02094258_355.jpg', '/dogs/Norwich_terrier/n02094258_3493.jpg', '/dogs/Norwich_terrier/n02094258_1641.jpg', '/dogs/Norwich_terrier/n02094258_1091.jpg', '/dogs/Norwich_terrier/n02094258_1996.jpg', '/dogs/Norwich_terrier/n02094258_2539.jpg']	win	10
1o6r657d_r00_s1_p011	28	1o6r657d	r00	image_p31866	image	/dogs/Brabancon_griffon/n02112706_2295.jpg	['/dogs/Brabancon_griffon/n02112706_426.jpg', '/dogs/Brabancon_griffon/n02112706_1530.jpg', '/dogs/Brabancon_griffon/n02112706_1394.jpg', '/dogs/Brabancon_griffon/n02112706_1684.jpg', '/dogs/Brabancon_griffon/n02112706_346.jpg', '/dogs/Brabancon_griffon/n02112706_637.jpg', '/dogs/Brabancon_griffon/n02112706_377.jpg', '/dogs/Brabancon_griffon/n02112706_607.jpg', '/dogs/Brabancon_griffon/n02112706_1764.jpg', '/dogs/Brabancon_griffon/n02112706_292.jpg', '/dogs/Brabancon_griffon/n02112706_602.jpg']	win	11
1oitezul_r01_s1_p000	24	1oitezul	r01	image_p24957	image	/dogs/Japanese_spaniel/n02085782_1039.jpg	['/dogs/Japanese_spaniel/n02085782_668.jpg', '/dogs/Japanese_spaniel/n02085782_2978.jpg', '/dogs/Japanese_spaniel/n02085782_2128.jpg', '/dogs/Japanese_spaniel/n02085782_1750.jpg', '/dogs/Japanese_spaniel/n02085782_2074.jpg', '/dogs/Japanese_spaniel/n02085782_4616.jpg', '/dogs/Japanese_spaniel/n02085782_1764.jpg', '/dogs/Japanese_spaniel/n02085782_4042.jpg', '/dogs/Japanese_spaniel/n02085782_382.jpg', '/dogs/Japanese_spaniel/n02085782_1077.jpg', '/dogs/Japanese_spaniel/n02085782_3889.jpg']	win	0
1oitezul_r01_s1_p001	45	1oitezul	r01	image_p17352	image	/birds/Purple_Finch/Purple_Finch_0031_28175.jpg	['/birds/Purple_Finch/Purple_Finch_0049_27507.jpg', '/birds/Purple_Finch/Purple_Finch_0032_27305.jpg', '/birds/Purple_Finch/Purple_Finch_0119_27260.jpg', '/birds/Purple_Finch/Purple_Finch_0071_27443.jpg', '/birds/Purple_Finch/Purple_Finch_0048_27670.jpg', '/birds/Purple_Finch/Purple_Finch_0076_27441.jpg', '/birds/Purple_Finch/Purple_Finch_0001_27571.jpg', '/birds/Purple_Finch/Purple_Finch_0096_27688.jpg', '/birds/Purple_Finch/Purple_Finch_0025_28174.jpg', '/birds/Purple_Finch/Purple_Finch_0059_27966.jpg', '/birds/Purple_Finch/Purple_Finch_0002_27266.jpg']	loss	1
1oitezul_r01_s1_p002	21	1oitezul	r01	image_p24069	image	/dogs/Kerry_blue_terrier/n02093859_393.jpg	['/dogs/Kerry_blue_terrier/n02093859_2279.jpg', '/dogs/Kerry_blue_terrier/n02093859_333.jpg', '/dogs/Kerry_blue_terrier/n02093859_1645.jpg', '/dogs/Kerry_blue_terrier/n02093859_2055.jpg', '/dogs/Kerry_blue_terrier/n02093859_3376.jpg', '/dogs/Kerry_blue_terrier/n02093859_392.jpg', '/dogs/Kerry_blue_terrier/n02093859_2966.jpg', '/dogs/Kerry_blue_terrier/n02093859_729.jpg', '/dogs/Kerry_blue_terrier/n02093859_10.jpg', '/dogs/Kerry_blue_terrier/n02093859_3311.jpg', '/dogs/Kerry_blue_terrier/n02093859_2700.jpg']	win	2
1oitezul_r01_s1_p003	28	1oitezul	r01	image_p19374	image	/ifood/fettuccine/train_096474.jpg	['/ifood/fettuccine/train_096623.jpg', '/ifood/fettuccine/train_096523.jpg', '/ifood/fettuccine/train_096805.jpg', '/ifood/fettuccine/train_096568.jpg', '/ifood/fettuccine/train_096324.jpg', '/ifood/fettuccine/train_096354.jpg', '/ifood/fettuccine/train_096676.jpg', '/ifood/fettuccine/train_096625.jpg', '/ifood/fettuccine/train_096337.jpg', '/ifood/fettuccine/train_096357.jpg', '/ifood/fettuccine/train_096297.jpg']	win	3
1oitezul_r01_s1_p004	25	1oitezul	r01	image_p6383	image	/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0065_797301.jpg	['/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0018_26978.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0042_27143.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0075_27165.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0044_26976.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0046_797295.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0068_27196.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0074_27156.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0022_27028.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0041_27105.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0079_797294.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0001_27211.jpg']	win	4
1oitezul_r01_s1_p005	37	1oitezul	r01	image_p22366	image	/birds/Painted_Bunting/Painted_Bunting_0087_15232.jpg	['/birds/Painted_Bunting/Painted_Bunting_0040_16691.jpg', '/birds/Painted_Bunting/Painted_Bunting_0056_16599.jpg', '/birds/Painted_Bunting/Painted_Bunting_0058_16719.jpg', '/birds/Painted_Bunting/Painted_Bunting_0011_16690.jpg', '/birds/Painted_Bunting/Painted_Bunting_0060_15224.jpg', '/birds/Painted_Bunting/Painted_Bunting_0069_16462.jpg', '/birds/Painted_Bunting/Painted_Bunting_0053_16404.jpg', '/birds/Painted_Bunting/Painted_Bunting_0085_15282.jpg', '/birds/Painted_Bunting/Painted_Bunting_0034_15207.jpg', '/birds/Painted_Bunting/Painted_Bunting_0098_15226.jpg', '/birds/Painted_Bunting/Painted_Bunting_0005_15202.jpg']	win	5
1oitezul_r01_s1_p006	16	1oitezul	r01	image_p14026	image	/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0032_26292.jpg	['/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0053_795321.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0083_795315.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0024_795331.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0008_795305.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0086_26188.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0047_26176.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0006_26233.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0031_26318.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0042_795308.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0082_26241.jpg', '/birds/Black_billed_Cuckoo/Black_Billed_Cuckoo_0085_795294.jpg']	win	6
1oitezul_r01_s1_p007	17	1oitezul	r01	image_p33746	image	/birds/American_Crow/American_Crow_0039_25061.jpg	['/birds/American_Crow/American_Crow_0094_25576.jpg', '/birds/American_Crow/American_Crow_0012_25305.jpg', '/birds/American_Crow/American_Crow_0069_25506.jpg', '/birds/American_Crow/American_Crow_0107_25353.jpg', '/birds/American_Crow/American_Crow_0050_25255.jpg', '/birds/American_Crow/American_Crow_0043_25666.jpg', '/birds/American_Crow/American_Crow_0014_25287.jpg', '/birds/American_Crow/American_Crow_0079_25463.jpg', '/birds/American_Crow/American_Crow_0104_25086.jpg', '/birds/American_Crow/American_Crow_0031_25433.jpg', '/birds/American_Crow/American_Crow_0121_25720.jpg']	win	7
1oitezul_r01_s1_p008	37	1oitezul	r01	image_p33119	image	/dogs/dingo/n02115641_13565.jpg	['/dogs/dingo/n02115641_8682.jpg', '/dogs/dingo/n02115641_1674.jpg', '/dogs/dingo/n02115641_9455.jpg', '/dogs/dingo/n02115641_1380.jpg', '/dogs/dingo/n02115641_7898.jpg', '/dogs/dingo/n02115641_4851.jpg', '/dogs/dingo/n02115641_13605.jpg', '/dogs/dingo/n02115641_7106.jpg', '/dogs/dingo/n02115641_4830.jpg', '/dogs/dingo/n02115641_14117.jpg', '/dogs/dingo/n02115641_6772.jpg']	win	8
1oitezul_r01_s1_p009	19	1oitezul	r01	image_p0284	image	/birds/Chuck_will_Widow/Chuck_Will_Widow_0055_796973.jpg	['/birds/Chuck_will_Widow/Chuck_Will_Widow_0001_796975.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0042_796983.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0040_796976.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0027_796978.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0035_796985.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0014_796987.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0041_796997.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0019_22806.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0050_22750.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0028_796988.jpg']	win	9
37z6z85p_r00_s0_p000	11	37z6z85p	r00	image_p21531	image	/dogs/Welsh_springer_spaniel/n02102177_2611.jpg	['/dogs/Welsh_springer_spaniel/n02102177_2405.jpg', '/dogs/Welsh_springer_spaniel/n02102177_3289.jpg', '/dogs/Welsh_springer_spaniel/n02102177_661.jpg', '/dogs/Welsh_springer_spaniel/n02102177_818.jpg', '/dogs/Welsh_springer_spaniel/n02102177_2349.jpg', '/dogs/Welsh_springer_spaniel/n02102177_3388.jpg', '/dogs/Welsh_springer_spaniel/n02102177_4181.jpg', '/dogs/Welsh_springer_spaniel/n02102177_1763.jpg', '/dogs/Welsh_springer_spaniel/n02102177_48.jpg', '/dogs/Welsh_springer_spaniel/n02102177_1242.jpg', '/dogs/Welsh_springer_spaniel/n02102177_2737.jpg']	win	0
37z6z85p_r00_s0_p001	22	37z6z85p	r00	image_p46033	image	/birds/Indigo_Bunting/Indigo_Bunting_0034_12464.jpg	['/birds/Indigo_Bunting/Indigo_Bunting_0068_13081.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0005_13832.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0056_12637.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0015_12632.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0051_12837.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0013_12949.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0024_13523.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0084_11848.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0017_11574.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0072_14197.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0041_13987.jpg']	win	1
37z6z85p_r00_s0_p002	17	37z6z85p	r00	image_p45973	image	/ifood/chocolate_mousse/train_027429.jpg	['/ifood/chocolate_mousse/train_027315.jpg', '/ifood/chocolate_mousse/train_027674.jpg', '/ifood/chocolate_mousse/train_027538.jpg', '/ifood/chocolate_mousse/train_027211.jpg', '/ifood/chocolate_mousse/train_027671.jpg', '/ifood/chocolate_mousse/train_027430.jpg', '/ifood/chocolate_mousse/train_027192.jpg', '/ifood/chocolate_mousse/train_027226.jpg', '/ifood/chocolate_mousse/train_027559.jpg', '/ifood/chocolate_mousse/train_027545.jpg', '/ifood/chocolate_mousse/train_027524.jpg']	win	2
37z6z85p_r00_s0_p003	30	37z6z85p	r00	image_p10901	image	/birds/Groove_billed_Ani/Groove_Billed_Ani_0062_1767.jpg	['/birds/Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0010_1704.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0017_1561.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg']	win	3
37z6z85p_r00_s0_p004	22	37z6z85p	r00	image_p44081	image	/ifood/dumpling/train_085877.jpg	['/ifood/dumpling/train_085691.jpg', '/ifood/dumpling/train_085372.jpg', '/ifood/dumpling/train_085321.jpg', '/ifood/dumpling/train_085814.jpg', '/ifood/dumpling/train_085711.jpg', '/ifood/dumpling/train_085633.jpg', '/ifood/dumpling/train_085455.jpg', '/ifood/dumpling/train_085655.jpg', '/ifood/dumpling/train_085797.jpg', '/ifood/dumpling/train_085706.jpg', '/ifood/dumpling/train_085460.jpg']	win	4
37z6z85p_r00_s0_p005	47	37z6z85p	r00	image_p3252	image	/ifood/bibimbap/train_086744.jpg	['/ifood/bibimbap/train_086976.jpg', '/ifood/bibimbap/train_087155.jpg', '/ifood/bibimbap/train_086866.jpg', '/ifood/bibimbap/train_087206.jpg', '/ifood/bibimbap/train_086851.jpg', '/ifood/bibimbap/train_087141.jpg', '/ifood/bibimbap/train_087072.jpg', '/ifood/bibimbap/train_086865.jpg', '/ifood/bibimbap/train_086839.jpg', '/ifood/bibimbap/train_087199.jpg', '/ifood/bibimbap/train_086755.jpg']	win	5
37z6z85p_r00_s0_p006	21	37z6z85p	r00	image_p13440	image	/ifood/bibimbap/train_086865.jpg	['/ifood/bibimbap/train_087199.jpg', '/ifood/bibimbap/train_087181.jpg', '/ifood/bibimbap/train_087110.jpg', '/ifood/bibimbap/train_086839.jpg', '/ifood/bibimbap/train_086782.jpg', '/ifood/bibimbap/train_086976.jpg', '/ifood/bibimbap/train_086797.jpg', '/ifood/bibimbap/train_087202.jpg', '/ifood/bibimbap/train_087072.jpg', '/ifood/bibimbap/train_087161.jpg', '/ifood/bibimbap/train_087100.jpg']	win	6
37z6z85p_r00_s0_p007	13	37z6z85p	r00	image_p14627	image	/dogs/Rhodesian_ridgeback/n02087394_3275.jpg	['/dogs/Rhodesian_ridgeback/n02087394_3477.jpg', '/dogs/Rhodesian_ridgeback/n02087394_4603.jpg', '/dogs/Rhodesian_ridgeback/n02087394_9973.jpg', '/dogs/Rhodesian_ridgeback/n02087394_531.jpg', '/dogs/Rhodesian_ridgeback/n02087394_10683.jpg', '/dogs/Rhodesian_ridgeback/n02087394_613.jpg', '/dogs/Rhodesian_ridgeback/n02087394_2324.jpg', '/dogs/Rhodesian_ridgeback/n02087394_909.jpg', '/dogs/Rhodesian_ridgeback/n02087394_3677.jpg', '/dogs/Rhodesian_ridgeback/n02087394_7439.jpg', '/dogs/Rhodesian_ridgeback/n02087394_7612.jpg']	win	7
37z6z85p_r00_s0_p008	20	37z6z85p	r00	image_p3266	image	/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0013_35882.jpg	['/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0029_35551.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0020_35958.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0004_35808.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0114_35493.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0067_35465.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0070_35472.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0063_35529.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0044_35425.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0120_35764.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0099_35872.jpg']	win	8
37z6z85p_r00_s0_p009	29	37z6z85p	r00	image_p1870	image	/dogs/dhole/n02115913_2320.jpg	['/dogs/dhole/n02115913_1830.jpg', '/dogs/dhole/n02115913_4055.jpg', '/dogs/dhole/n02115913_2044.jpg', '/dogs/dhole/n02115913_2657.jpg', '/dogs/dhole/n02115913_2338.jpg', '/dogs/dhole/n02115913_3647.jpg', '/dogs/dhole/n02115913_2365.jpg', '/dogs/dhole/n02115913_4179.jpg', '/dogs/dhole/n02115913_3842.jpg', '/dogs/dhole/n02115913_3270.jpg', '/dogs/dhole/n02115913_4110.jpg']	win	9
37z6z85p_r00_s0_p010	56	37z6z85p	r00	image_p24760	image	/ifood/kedgeree/train_029563.jpg	['/ifood/kedgeree/train_029855.jpg', '/ifood/kedgeree/train_029593.jpg', '/ifood/kedgeree/train_029691.jpg', '/ifood/kedgeree/train_029514.jpg', '/ifood/kedgeree/train_029610.jpg', '/ifood/kedgeree/train_029845.jpg', '/ifood/kedgeree/train_029773.jpg', '/ifood/kedgeree/train_029553.jpg', '/ifood/kedgeree/train_029856.jpg', '/ifood/kedgeree/train_029840.jpg', '/ifood/kedgeree/train_029853.jpg']	win	10
37z6z85p_r02_s0_p000	54	37z6z85p	r02	taboo_en_p2066	word	Charles Dickens	['Author', 'Writer', 'English', 'Oliver Twist', 'A Tale Of Two Cities']	skip	0
37z6z85p_r02_s0_p001	12	37z6z85p	r02	taboo_en_p0046	word	Hurricane	['Wind', 'Cyclone', 'Storm', 'Typhoon', 'Swirl']	win	1
37z6z85p_r02_s0_p002	43	37z6z85p	r02	taboo_en_p0312	word	Lebron James	['Basketball', 'Athlete', 'Cleveland', 'Lakers', 'King']	skip	2
37z6z85p_r02_s0_p004	75	37z6z85p	r02	taboo_en_p2552	word	Speed of Light	['Fast', 'Space', 'Physics', 'Travel', 'The Sun']	win	4
37z6z85p_r03_s0_p000	36	37z6z85p	r03	taboo_en_p2206	word	Grand Theft Auto	['Video Game', 'Crime', 'Car', 'Truck', 'Action']	win	0
37z6z85p_r03_s0_p001	75	37z6z85p	r03	taboo_en_p0022	word	Asphalt	['Black', 'Tar', 'Street', 'Gravel', 'Petroleum']	skip	1
37z6z85p_r03_s0_p002	59	37z6z85p	r03	taboo_en_p2074	word	Christina Aguilera	['Singer', 'Genie', 'Blonde', 'Judge', 'The Voice']	skip	2
37z6z85p_r03_s0_p003	19	37z6z85p	r03	taboo_en_p0066	word	Kung Fu	['Kick', 'Hit', 'Bruce Lee', 'Martial Arts', 'Panda']	win	3
37z6z85p_r03_s0_p005	52	37z6z85p	r03	taboo_en_p2032	word	Blu-ray	['Movie', 'Disc', 'Dvd', 'Sony', 'Player']	win	5
37z6z85p_r03_s0_p006	13	37z6z85p	r03	taboo_en_p0415	word	Colosseum	['Italy', 'Gladiators', 'Amphitheatre', 'Ruins', 'Roman']	win	6
37z6z85p_r03_s0_p007	11	37z6z85p	r03	taboo_en_p0141	word	Naked	['Dressed', 'Nude', 'Clothing', 'Without', 'Au Naturel']	win	7
37z6z85p_r04_s0_p000	10	37z6z85p	r04	image_p9251	image	/dogs/Chesapeake_Bay_retriever/n02099849_605.jpg	['/dogs/Chesapeake_Bay_retriever/n02099849_2250.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_171.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_687.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_2416.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_3451.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_3592.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_2991.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_3220.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_4419.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_1408.jpg', '/dogs/Chesapeake_Bay_retriever/n02099849_3897.jpg']	win	0
37z6z85p_r04_s0_p001	46	37z6z85p	r04	image_p42482	image	/birds/Least_Flycatcher/Least_Flycatcher_0076_30117.jpg	['/birds/Least_Flycatcher/Least_Flycatcher_0026_30434.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0067_30397.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0017_30460.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0070_30147.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0045_30174.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0065_30357.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0082_30132.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0081_30380.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0038_30127.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0046_30316.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0029_30362.jpg']	win	1
37z6z85p_r04_s0_p002	15	37z6z85p	r04	image_p33182	image	/dogs/French_bulldog/n02108915_4066.jpg	['/dogs/French_bulldog/n02108915_2391.jpg', '/dogs/French_bulldog/n02108915_571.jpg', '/dogs/French_bulldog/n02108915_225.jpg', '/dogs/French_bulldog/n02108915_3140.jpg', '/dogs/French_bulldog/n02108915_9666.jpg', '/dogs/French_bulldog/n02108915_1137.jpg', '/dogs/French_bulldog/n02108915_3300.jpg', '/dogs/French_bulldog/n02108915_2514.jpg', '/dogs/French_bulldog/n02108915_4500.jpg', '/dogs/French_bulldog/n02108915_5306.jpg', '/dogs/French_bulldog/n02108915_1119.jpg']	win	2
37z6z85p_r04_s0_p003	10	37z6z85p	r04	image_p42260	image	/dogs/cairn/n02096177_4505.jpg	['/dogs/cairn/n02096177_4902.jpg', '/dogs/cairn/n02096177_10483.jpg', '/dogs/cairn/n02096177_2095.jpg', '/dogs/cairn/n02096177_7877.jpg', '/dogs/cairn/n02096177_680.jpg', '/dogs/cairn/n02096177_4610.jpg', '/dogs/cairn/n02096177_12882.jpg', '/dogs/cairn/n02096177_1667.jpg', '/dogs/cairn/n02096177_13341.jpg', '/dogs/cairn/n02096177_1385.jpg', '/dogs/cairn/n02096177_2414.jpg']	win	3
